Organization Name,Emission Year,Facility Name,Source Name,Activity Type,Fuel Type,Fuel,End Use Sector,Technology,CO2e
California Office of Systems Integration,2012,OSI HQ,Purchased Natural Gas,Scope 2 (Optional),N/A,N/A,All,Unspecified Technology,20.177
California Office of Systems Integration,2013,OSI Cap Oaks,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,54.01591
California Office of Systems Integration,2013,OSI HQ,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,99.8384
California Office of Systems Integration,2014,OSI Cap Oaks,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,50.07292241
California Office of Systems Integration,2014,OSI HQ,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,92.86023461
California Public Employees' Retirement System,2010,a. Lincoln Plaza North,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane,All,Unspecified Technology,0.19714
California Public Employees' Retirement System,2010,a. Lincoln Plaza North,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2314.65842
California Science Center,2011,Offices,Pressure Washer (Diesel),Mobile Combustion - Scope 1,Diesel Fuel,All,Non-Highway,Other Large Utility,2.93413
California Public Employees' Retirement System,2010,a. Lincoln Plaza North,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,10.52423
California Public Employees' Retirement System,2010,a. Lincoln Plaza North,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2010,a. Lincoln Plaza North,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,205.87851
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,R-404a Refrigerant,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,35.56334
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane,All,Unspecified Technology,0.13992
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2786.50429
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,21.21275
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,516.38396
California Public Employees' Retirement System,2010,b. Lincoln Plaza East/West,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2010,c. Emergency Operations Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,148.87864
California Public Employees' Retirement System,2010,c. Emergency Operations Center,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,5.74982
California Public Employees' Retirement System,2010,d. R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2.07364
California Public Employees' Retirement System,2010,e. 5th and Q Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.89536
California Public Employees' Retirement System,2010,f. Front Street Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,20.7023
California Public Employees' Retirement System,2010,g. Fleet Vehicles,R-134a Air Conditioning,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,3.315
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel  Light Duty Trucks,Model Years 1996-2007,2.49255
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2002,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2002)",9.95223
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2006)",25.01393
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2007,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2007)",13.71845
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,515.74609
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2008,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",11.31577
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1998,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",1.35236
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2009,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2008),16.95571
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2006),5.04818
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1999,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1999)",0.40054
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2001,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",10.6628
California Public Employees' Retirement System,2010,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2005,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",20.06766
California Public Employees' Retirement System,2010,h. Fresno Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,27.28068
California Public Employees' Retirement System,2010,i. Glendale Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,97.99689
California Public Employees' Retirement System,2010,j. Orange Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,28.80312
California Public Employees' Retirement System,2010,k. San Bernardino Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,39.48829
California Public Employees' Retirement System,2010,l. San Diego Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,33.98046
California Public Employees' Retirement System,2010,m.  Walnut Creek Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,26.52099
California Public Employees' Retirement System,2010,n. San Jose Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,24.73435
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,R-134a Chillers,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,147.4174
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2404.19963
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,237.22991
California Public Employees' Retirement System,2011,a. Lincoln Plaza North,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,8.72742
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,R-407c CRAC,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,17.30331
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0.17722
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2771.28578
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2011,b. Lincoln Plaza East/West,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,19.46727
California Public Employees' Retirement System,2011,c. Emergency Operations Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,143.82771
California Public Employees' Retirement System,2011,c. Emergency Operations Center,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,4.93869
California Public Employees' Retirement System,2011,d. R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,2.17537
California Public Employees' Retirement System,2011,e. 5th and Q Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.88167
California Public Employees' Retirement System,2011,f. Front Street Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,25.64765
California Public Employees' Retirement System,2011,g. Fleet Vehicles,R-134a Air Conditioning,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,3.315
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1998,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",0.80041
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2005,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",27.90219
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2007,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2007)",21.57824
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel  Light Duty Trucks,Model Years 1996-2009,2.5947
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2002,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2002)",12.60128
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2008,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",18.18896
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2009,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2008),15.78384
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1999,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1999)",0.30056
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2006),4.47454
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2001,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",9.92812
California Public Employees' Retirement System,2011,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2006)",19.79301
California Public Employees' Retirement System,2011,h. Fresno Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,18.35217
California Public Employees' Retirement System,2011,i. Glendale Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,51.64851
California Public Employees' Retirement System,2011,j. Orange Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,25.28642
California Public Employees' Retirement System,2011,k. San Bernardino Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,33.88856
California Public Employees' Retirement System,2011,l. San Diego Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,33.98046
California Public Employees' Retirement System,2011,m.  Walnut Creek Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,17.8309
California Public Employees' Retirement System,2011,n. San Jose Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,19.02963
California Public Employees' Retirement System,2012,a. Lincoln Plaza North,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0
California Public Employees' Retirement System,2012,a. Lincoln Plaza North,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,941.45655
California Public Employees' Retirement System,2012,a. Lincoln Plaza North,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,183.71776
California Public Employees' Retirement System,2012,a. Lincoln Plaza North,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,5.79952
California Public Employees' Retirement System,2012,a. Lincoln Plaza North,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2012,b. Lincoln Plaza East/West,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0
California Public Employees' Retirement System,2012,b. Lincoln Plaza East/West,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1127.74627
California Public Employees' Retirement System,2012,b. Lincoln Plaza East/West,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,516.35738
California Public Employees' Retirement System,2012,b. Lincoln Plaza East/West,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2012,b. Lincoln Plaza East/West,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,0
California Public Employees' Retirement System,2012,c. Emergency Operations Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,159.57704
California Public Employees' Retirement System,2012,c. Emergency Operations Center,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,2.6996
California Public Employees' Retirement System,2012,d. R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.6206
California Public Employees' Retirement System,2012,e. 5th and Q Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.43667
California Public Employees' Retirement System,2012,f. Front Street Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.71503
California Public Employees' Retirement System,2012,g. Fleet Vehicles,R-134a Air Conditioning,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,9.5446
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2001,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",7.01776
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2004,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2004)",4.37486
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2012,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2010)",2.39308
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1999,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1999)",0.17305
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2005,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",25.87093
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2008,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",16.6894
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel  Light Duty Trucks,Model Years 1996-2010,1.97156
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1998,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",0.65811
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2002,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2002)",10.53283
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2006)",15.57256
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2007,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2007)",28.25983
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2006),4.6334
California Public Employees' Retirement System,2012,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2009,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2009),15.50326
California Public Employees' Retirement System,2012,h. Fresno Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,16.22679
California Public Employees' Retirement System,2012,i. Glendale Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,51.6486
California Public Employees' Retirement System,2012,j. Orange Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,26.39454
California Public Employees' Retirement System,2012,k. San Bernardino Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,35.37552
California Public Employees' Retirement System,2012,l. San Diego Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,30.29708
California Public Employees' Retirement System,2012,Lincoln Plaza South,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,19.09345
California Public Employees' Retirement System,2012,Lincoln Plaza South,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2012,Lincoln Plaza South,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,33.96191
California Public Employees' Retirement System,2012,m.  Walnut Creek Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,15.76633
California Public Employees' Retirement System,2012,n. San Jose Regional,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,15.18888
California Public Employees' Retirement System,2013,a. Lincoln Plaza North,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0.04472
California Public Employees' Retirement System,2013,a. Lincoln Plaza North,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1037.84893
California Public Employees' Retirement System,2013,a. Lincoln Plaza North,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2013,a. Lincoln Plaza North,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,9.23818
California Public Employees' Retirement System,2013,a. Lincoln Plaza North,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,156.42215
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,FM-200 Fire Suppression,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,1101.0053
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,Propane - Forklift,Mobile Combustion - Scope 1,Alternative Fuels,Propane (Liquid),All,Unspecified Technology,0.25155
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1379.78049
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,19.15384
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,Natural Gas,Stationary Combustion - Scope 1,Natural Gas,Unspecified (Weighted U.S. Average),Commercial,Unspecified Technology,490.40131
California Public Employees' Retirement System,2013,b. Lincoln Plaza East/West,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Public Employees' Retirement System,2013,c. Emergency Operations Center,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,270.75818
California Public Employees' Retirement System,2013,Lincoln Plaza South,Acetylene - Welding,Stationary Combustion - Scope 1,Fossil Fuel-derived Fuels (gaseous),Acetylene,All,Unspecified Technology,0
California Science Center,2011,Offices,Purchased Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,3600.49705
California Public Employees' Retirement System,2013,c. Emergency Operations Center,Diesel - Backup Generators,Stationary Combustion - Scope 1,Petroleum Products,Distillate Fuel Oil No. 2,Commercial,Unspecified Technology,3.7466
California Public Employees' Retirement System,2013,d. R Street Warehouse,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.96062
California Public Employees' Retirement System,2013,e. 5th and Q Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,1.78228
California Public Employees' Retirement System,2013,f. Front Street Parking Lot,Electricity,Purchased Electricity - Scope 2,WECC California,All,All,Unspecified Technology,27.04148
California Public Employees' Retirement System,2013,g. Fleet Vehicles,R-134a Air Conditioning,Fugitive - Scope 1,N/A,N/A,All,Unspecified Technology,6.9797
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2001,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2001)",4.29279
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2006,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2006)",18.9375
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Diesel,Mobile Combustion - Scope 1,Diesel Fuel,All,Diesel Light Duty Trucks,Model Years 1996-2011,2.04307
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2008,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2008)",14.75502
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2005,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2005)",31.06415
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2007,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2007)",16.86812
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2009,Mobile Combustion - Scope 1,Motor Gasoline,All,Gasoline Passenger Cars,Cars (Model Year 2009),12.70658
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 2012,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 2010)",6.54347
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1998,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1998)",0.65313
California Public Employees' Retirement System,2013,g. Fleet Vehicles,Vehicles - Gasoline - Model Year 1999,Mobile Combustion - Scope 1,Motor Gasoline,All,"Gasoline Light Trucks (Vans, Pickup Trucks, SUVs)","Vans, Pickup Trucks, SUVs (Model Year 1999)",0.06381
